Time Series,AH,BJ,CQ,FJ,GS,GD,GX,GZ,HI,HE,HL,HA,HB,HN,JS,JX,JL,LN,NM,NX,QH,SN,SD,SH,SX,SC,TJ,XJ,XZ,YN,ZJ
7139,22690.83551,12536.79313,11852.38886,28106.03174,16078.05407,85076.91243,20370.31994,21073.39448,4759.045559,42918.62552,12909.44036,35772.13463,22079.67506,18757.16072,70589.87307,16360.459,10271.65453,28486.24943,40341.2395,12321.02578,8280.563025,17144.49358,70538.17367,17374.05916,25777.21674,28354.37642,10119.1773,31181.15131,1037.412226,23830.13992,58375.71872
7140,23731.51719,12931.57119,12544.07705,29985.58793,16280.77854,87757.53723,21333.33739,21827.88374,4662.187167,45216.84226,13803.63115,37914.27429,22857.17889,20348.60194,71413.14267,17607.31794,10442.37915,28475.02136,41225.48174,12387.33649,8441.084515,18207.48197,72038.6883,17619.49564,27120.09532,30335.14222,10467.31171,31942.2303,1070.057338,24155.97681,57566.555
7141,23612.03814,12893.11019,12156.33409,28694.49375,16869.32001,81283.63018,20422.83848,20915.406,4131.764347,44771.5378,12599.65773,39516.07892,22990.25341,20312.53771,70230.41975,16293.12601,9793.012122,27339.72537,40990.62262,12451.80076,8491.067817,18679.96007,71399.47493,17707.73671,28285.83339,31133.0391,10039.02199,32151.77997,1030.31858,23090.69692,54703.57811
7142,24343.28916,12750.75403,12310.11667,28263.5181,16235.54447,79625.50743,20299.54539,19157.93641,3847.899296,43253.98472,12075.17483,40475.73608,23994.59149,20638.90367,72172.70882,16647.41862,9901.87993,27569.44265,40187.03825,12630.18502,8874.379422,19122.94201,71159.45001,17842.50483,27309.53972,31576.00683,10124.13754,32217.24549,972.9163363,21302.83897,58323.67852
7143,24339.64108,12717.05667,12778.42498,29269.48909,15973.53994,87553.57497,20965.94603,19128.99579,3770.8261,43805.98381,12317.67939,39945.4346,24304.86383,20634.78648,72192.93522,17250.07642,9988.692025,28254.579,39998.58351,12599.71637,8908.403805,19037.06161,72157.15104,17900.35928,26857.95319,31924.67338,10337.12563,32048.93226,932.111283,21288.14203,59646.96159
7144,24182.70258,12574.44197,13009.1137,29122.13099,15859.82306,89247.4321,21732.02052,19390.39699,3750.744527,44871.55123,12346.17312,39503.20239,24257.07368,19959.20147,72224.05323,17366.92023,10118.00292,28052.62212,40619.25544,12783.83505,9088.67332,19036.52726,72667.36851,17586.89813,27160.05279,32043.92918,10385.74121,31801.59278,936.3171732,21636.26645,59266.62447
7145,23934.23971,12773.21424,13351.60126,29291.77705,16041.19204,89168.00848,21637.21222,19105.38809,3869.460714,44564.03037,13115.52812,39117.3856,23994.84885,19696.89563,71461.5262,17395.56886,10277.72876,28400.16113,40872.92002,12775.96862,9022.966969,18925.63703,71855.1288,17581.46289,27342.01337,31691.4676,10381.08725,31939.40228,954.4217572,22130.90366,59013.74494
7146,23655.8393,12857.8219,13214.92349,29192.76992,16776.67883,87928.19706,22074.03164,20620.2877,4379.190682,45539.03026,13934.03222,38390.45157,23517.31107,20099.08498,69734.1611,17324.76432,10439.85464,27717.55343,41922.84997,13266.06832,8710.354796,18903.74597,71285.35208,17094.72063,28311.22597,31422.31248,10332.81213,32119.84005,995.6589024,23671.93047,56500.19873
7147,22710.37482,12575.84513,12554.40647,28271.57388,17136.05317,79377.40262,21075.06659,21022.6638,4373.197268,44862.57058,13070.18634,37860.89783,22070.83015,18975.63163,67219.94904,16527.88165,10053.65101,26967.072,42293.35989,13448.39934,8672.925226,18464.79628,69559.8402,16345.46571,28318.6272,30315.579,9974.247797,32217.22707,995.5846285,24267.52529,51667.94526
7148,22840.28716,12290.7129,11699.08928,27782.9655,16807.07852,79573.41339,20227.22243,20555.61917,4338.476814,43833.90126,12775.39632,36897.26111,21057.50361,18222.72503,67419.23177,15930.88949,9884.809613,26607.0553,42399.19834,13448.20757,8946.610789,17799.00382,68280.66764,16215.37949,28010.87569,29345.81361,9600.970376,32634.00811,982.5854544,23143.81555,51170.52184
7149,24863.23125,12540.68132,11778.56101,27932.57523,16372.48589,80523.13035,21435.29917,21243.02682,4738.473709,44563.69096,12942.66726,37957.59019,22696.99953,20307.97446,69863.09265,17602.83347,10072.27502,27529.92105,42170.37364,13554.47439,8867.993924,18380.76934,68283.66253,16254.13431,28697.87139,29366.80256,9722.842308,32561.49718,995.2034292,23117.27315,52445.12098
7150,25068.97286,12375.19673,12543.88489,28272.59534,16698.31567,80140.53902,21621.20135,20503.07853,4530.847812,44900.60798,12138.90142,38994.29147,23688.9503,21103.49712,70016.71827,18572.66599,9539.928917,27268.71423,41779.26369,13626.80923,9030.249942,19024.76128,67185.24871,16217.30824,28010.28712,31276.71005,9515.301272,32416.43305,1114.632019,23118.36309,52803.13828
7151,24258.2196,11469.84343,12006.94981,28621.85684,16082.37293,79412.00445,21604.58697,19190.95939,4193.150466,43509.50237,11035.67314,38383.71097,23472.89725,20279.20211,68515.464,18280.04742,8809.704473,28172.16149,41153.03732,13342.04579,8645.883669,18506.79612,66569.14169,15873.14125,27360.97169,30778.94449,9115.092692,32772.93585,1099.824232,22222.85996,52437.55549
7152,23414.82865,10050.21545,11086.13376,27761.86688,15792.16589,77538.2204,20161.85024,17283.25655,3555.831958,40936.95502,10125.53198,36471.5315,22341.51474,19156.19217,65949.89455,16586.22895,8104.828731,26506.70735,39680.35152,12976.47209,8529.253363,17096.50919,64627.11802,14835.81782,25905.38803,29061.42456,8687.520772,32764.61761,992.5939583,20614.59594,50660.47957
7153,22292.81962,8641.935464,11415.62559,24402.74656,15072.50335,72087.78578,16952.83088,14829.16092,4550.324093,36819.66981,9505.804398,35207.57603,21215.97304,19498.11676,62713.46304,14643.98185,7524.908461,25492.05711,38663.16431,12597.46202,8594.696211,16279.72767,66287.79156,13577.78814,24145.38573,25841.55085,7865.338721,31299.22563,878.5656922,18487.34727,46662.87025
7154,21553.27659,8437.52289,10521.35534,24148.5366,14454.69261,68619.54246,15907.95646,13656.50477,4094.969482,36102.59874,9230.833777,34924.91962,20727.24683,16360.26432,62027.78582,14865.22339,7239.605896,24696.04652,38337.04237,12421.12959,8571.790816,15302.94377,65043.7786,13100.01961,24068.59466,24665.68314,7705.956172,30847.97304,808.0189677,17923.7573,44882.55446
7155,20989.92252,8003.467683,9723.417038,23151.87322,14504.01111,65675.78447,15388.30548,12884.61815,3657.330666,34934.60864,9007.941401,33716.8691,20175.62594,15168.48652,61107.64356,13835.82946,7094.822123,24057.26859,38143.61238,12421.1314,8516.157137,14670.35705,63953.94961,12621.70243,23167.24878,23858.02735,7564.914472,30191.92841,785.2281483,17448.11423,42958.86363
7156,20399.98843,7745.295679,9049.363476,22469.97221,14543.57471,63438.47061,14566.85019,12660.33034,3331.009938,34708.90348,8930.429115,32566.90419,19436.81251,14362.13872,60017.42628,13146.80796,6882.95309,23809.18721,37791.91991,12334.06454,8410.000272,14136.56188,62524.26147,12269.1555,22975.97857,23046.18011,7415.578243,29803.43958,753.0914494,16992.66675,41289.07762
7157,19943.60139,7591.968155,8629.795508,21664.01909,14376.95842,60417.89399,14031.9807,12576.62009,3072.544643,34326.35173,9050.364323,31521.52545,18852.59737,13581.94933,59334.75899,12568.70018,7036.725738,23826.13448,37759.26915,12209.57035,8496.330804,13631.30219,61730.32111,12106.1773,22650.75394,22578.30563,7413.819944,29650.92142,743.8827693,17020.97999,40308.01226
7158,19696.80357,7658.941095,8337.994794,21088.6271,14149.16564,59000.62039,13770.1658,12802.02318,2984.916815,34015.65701,10118.22821,31083.27071,18531.10293,12990.07365,59221.09442,12099.58804,7560.265824,23840.59727,38054.55026,12207.80765,8547.793887,13358.57267,61719.37551,12103.19725,22787.51337,22690.15592,7334.857443,29518.06993,716.2879769,16754.85226,40152.63277
7159,19869.07352,7696.145724,8192.042465,21667.79532,14604.68911,58384.38518,14233.63565,13255.30044,3072.23779,35592.94772,11826.31661,31509.61379,18321.08755,12989.94186,60011.21327,12344.08853,8641.080207,25203.5201,39030.09487,12348.31648,8554.966577,13451.0898,63181.99128,12232.71259,23392.12697,22645.41275,7567.490753,29657.45542,739.8681989,17341.47954,41119.45528
7160,19944.17004,8839.609999,8237.593321,21674.66349,15453.34076,59504.54958,15590.24623,15250.22192,3225.346137,36843.54818,12292.06845,32375.56794,18425.34178,13760.40024,60591.88008,12214.14586,8973.109044,25830.27945,39735.55627,12410.18188,8947.361395,14055.82168,64304.25479,12883.01385,24828.07958,22605.77956,8042.597106,29760.56844,789.0603639,18814.21481,43890.16082
7161,20634.06477,10211.72778,9083.951158,23088.54619,15509.6731,67598.52419,16523.01896,17810.43166,3480.336688,37876.66241,12340.69664,32545.33589,19086.42504,14830.55513,63609.94111,12648.89135,9298.363201,25585.72936,39510.96879,12116.37718,8800.211686,14676.96257,66099.56476,14456.38186,24386.94228,23174.03066,8730.471279,30324.22787,897.5741151,20579.24505,51764.32255
7162,21597.0488,11780.85461,10883.88072,25661.72811,15575.86109,81536.72453,19081.31966,20077.02398,4199.55089,41426.97891,12616.82729,33747.37522,20931.27666,16871.10952,67287.1659,14990.82223,9971.020204,27437.80639,39990.1942,12350.60087,8807.467825,16049.95615,68562.37045,16323.94347,24995.85111,26403.34657,9678.702021,30993.71519,978.1848945,22617.73829,56963.02909
7163,22644.75815,12500.98318,11838.96535,27955.6439,15864.32505,85865.9959,20465.76655,20928.37171,4729.207965,43286.95163,13041.01728,35718.67283,21951.43375,18686.44861,69808.14613,16335.7243,10343.60638,28570.63131,40440.88248,12284.23424,8339.31655,17125.65325,70379.47543,17050.91414,25819.95263,28331.82394,10025.14794,31239.60084,1040.174941,23907.06568,59682.834
7164,23706.82704,12877.98585,12493.93025,29788.59584,16045.96413,88607.41513,21392.51113,21665.85692,4637.49574,45626.1259,13976.44156,37833.57483,22742.64257,20224.30447,70590.56232,17533.31956,10518.16941,28560.02402,41264.55288,12350.37249,8493.299062,18191.68546,71819.57765,17277.59761,27143.09008,30293.95382,10364.13151,31990.61587,1070.378927,24224.1873,58814.70999
7165,23584.89257,12841.2566,12126.77344,28529.51479,16573.29138,81986.68503,20516.30694,20773.94385,4135.254727,45173.29004,12716.94976,39415.01226,22878.06279,20189.45456,69466.53008,16271.05165,9854.202668,27487.49673,41030.62277,12414.66909,8541.246252,18665.51648,71206.09973,17359.09647,28291.69111,31084.34374,9947.099549,32197.39461,1033.611741,23187.40083,55743.12024
7166,24331.17164,12705.31021,12272.39136,28109.22533,16005.43487,80290.95739,20397.65779,19056.08263,3866.471662,43629.13737,12168.28158,40362.46722,23900.10425,20504.83146,71312.43625,16611.34608,9965.518149,27704.5133,40285.69692,12592.58938,8908.943336,19109.76688,70975.73849,17483.56739,27329.74955,31523.14384,10029.9778,32261.99446,980.5019046,21447.36337,59627.00185
7167,24327.44859,12673.13011,12715.83612,29090.25292,15770.68143,88398.82717,21038.95788,19027.79426,3793.493429,44190.69055,12421.96867,39838.9086,24215.84573,20500.8529,71331.65894,17190.19274,10054.28204,28351.76956,40117.90181,12562.19998,8941.581708,19023.64057,71933.27094,17537.00137,26884.80161,31868.52998,10237.36742,32095.90688,942.7481587,21433.05953,61046.70689
7168,24167.28482,12536.93683,12934.27705,28946.54862,15668.79225,90131.09962,21776.17752,19283.30421,3774.478807,45275.06036,12451.77632,39402.29945,24167.21319,19848.01549,71361.23278,17302.42002,10186.50023,28160.97855,40679.31967,12745.83978,9114.507792,19023.10469,72422.94649,17247.49077,27182.46016,31986.66377,10284.70512,31851.83804,946.6395422,21771.87254,60638.65623
7169,23913.71575,12726.75912,13258.58117,29111.98824,15831.29704,90049.87473,21684.94025,19004.7186,3886.887504,44962.02105,13256.60829,39021.38839,23900.36615,19594.54174,70636.5449,17329.93673,10349.81718,28489.30269,40913.07849,12737.99381,9051.478045,18911.89693,71643.40846,17242.47082,27361.74581,31637.5183,10280.1735,31987.82524,963.3903073,22253.27952,60367.35046
7170,23629.59389,12807.55721,13129.15994,29015.43603,16490.28582,88781.94539,22105.3065,20485.47667,4369.535094,45953.60449,14112.85576,38303.69744,23414.41085,19983.18899,68994.89746,17261.92969,10515.58813,27844.43527,41883.68941,13226.81879,8751.600392,18889.94318,71096.57159,16792.91895,28316.7104,31370.89551,10233.16731,32165.87703,1001.543834,23753.08792,57670.6529
7171,22664.69901,12538.27681,12503.71126,28117.08136,16812.28162,80037.22576,21143.96831,20878.78435,4363.860115,45265.03049,13209.17568,37780.87707,21942.43293,18897.56339,66605.44905,16496.53204,10120.7015,27135.44676,42235.08085,13408.67558,8715.695547,18449.73658,69440.53076,16100.91216,28324.00283,30274.57467,9884.027965,32261.97629,1001.475114,24332.75216,52486.29382
7172,22797.2812,12265.98302,11693.8048,27640.5882,16517.52364,80237.68189,20328.05893,20422.26559,4330.984388,44218.49579,12900.79213,36829.49314,20911.24457,18170.00788,66794.8427,15923.12719,9948.06404,26795.3348,42308.73881,13408.48431,8978.232297,17782.03765,68212.85913,15980.76542,28020.77546,29313.93325,9520.562276,32673.24611,989.4479884,23239.09868,51952.62529
7173,24861.79915,12504.69629,11769.0572,27786.4883,16128.133,81208.93767,21490.63243,21094.18102,4709.729114,44960.86824,13075.77637,37876.33996,22579.63975,20185.04496,69117.43099,17529.01227,10139.74423,27667.17678,42101.61503,13514.47474,8902.817957,18365.46904,68215.73344,16016.55911,28697.67191,29334.72473,9639.230761,32601.69401,1001.12242,23213.26622,53320.09902
7174,25071.76899,12346.66285,12493.7483,28118.07749,16420.07321,80817.66948,21669.53244,20370.90907,4513.134554,45303.9342,12234.94677,38899.85942,23589.07555,20953.7816,69263.43319,18460.52648,9595.429398,27420.41168,41740.01146,13586.62144,9058.464339,19011.30501,67161.54299,15982.5468,28020.19553,31226.66297,9437.145016,32458.54811,1111.620416,23214.32701,53704.2035
7175,24244.35381,11482.07424,11985.32031,28458.67894,15868.1947,80072.61232,21653.54386,19088.36137,4193.379349,43888.52867,11080.84575,38297.04254,23369.21415,20157.2414,67836.67621,18179.46934,8848.787333,28273.90878,41162.63923,13302.59865,8689.75555,18491.85669,66570.24113,15664.67649,27380.42543,30733.5806,9047.456064,32810.33678,1097.919922,22342.77623,53311.98226
7176,23383.63019,10126.36682,11113.39248,27620.01273,15608.1721,78156.33235,20265.14905,17223.65274,3589.922105,41270.41616,10128.7356,36409.17675,22217.88886,19072.04428,65398.41893,16552.57403,8128.063884,26700.53493,39797.54948,12937.97578,8577.876278,17077.53146,64706.40551,14706.61157,25946.23972,29032.21986,8631.123027,32802.12852,998.7080795,20777.52902,51405.41843
7177,20895.9174,8514.106141,9403.645074,23217.84851,14768.47596,74851.42272,16947.84701,15044.95514,3700.86594,37277.28081,9497.390924,31844.19654,20890.93561,14296.67639,59076.48159,13043.97426,7231.644945,24240.2169,38758.41022,12528.10493,8431.516489,15126.07242,63878.11565,13402.29755,23373.33438,23999.98894,7975.28821,31870.08489,840.8275888,19148.63008,42974.57271
7178,20501.27831,8328.169327,8919.286606,22311.65664,14533.94596,71165.35854,15965.44057,14325.0862,3473.027541,36338.73988,9094.177818,32130.03763,18993.22669,13814.0281,59213.31684,12752.17564,7077.491971,24549.04027,38327.04341,12442.80955,8504.730608,14379.55061,63443.04006,12788.85736,23243.15409,24373.09561,7569.140595,31084.00492,789.3839984,18180.44613,41792.86826
7179,20140.78697,7945.950364,8505.884479,21702.67387,14289.65326,67298.35596,15145.25034,13604.233,3255.338385,35529.1792,8953.269622,32183.22987,18551.06504,13289.17876,58677.87898,12536.56549,6997.264238,24037.91019,38220.41549,12439.63623,8504.620558,13786.52397,62821.82466,12438.1824,23050.68522,22952.37411,7424.406775,30181.8197,767.5320477,17328.3281,40626.76626
7180,19810.4519,7683.989553,8212.20957,21014.71984,14208.85351,64117.90235,14451.67701,13055.43992,3115.10175,34613.64429,8952.201318,31713.1974,18210.28952,12994.83018,58379.0096,12249.895,6883.467785,23782.20586,38225.91032,12474.4129,8362.917978,13611.10597,62218.15895,12112.90329,22800.2862,22801.78525,7412.662691,29928.48048,734.4170975,17090.30718,40090.39355
7181,19810.39903,7591.675678,8145.832467,20726.25374,14107.62108,61034.82285,14243.765,12867.16345,3017.555863,34637.28384,9060.347901,31388.37919,18135.04004,12816.86571,58271.57337,12102.2548,6912.769897,23610.15228,38042.73601,12448.46869,8543.948592,13468.16502,61302.42302,11988.01418,22733.7029,22636.82845,7267.035358,29722.46456,709.8988982,16782.04219,39808.09406
7182,20155.12922,7809.193595,8291.190861,20719.70872,14036.49218,59316.30765,13905.89855,12764.99728,2988.932264,35126.59047,9731.957328,30886.79085,18289.85918,12994.65761,58826.6115,12393.22629,7379.315621,24380.78231,38245.45612,12528.01352,8474.432886,13610.52801,62565.63183,12338.15882,22919.41386,22573.29662,7497.883862,29721.35238,713.5089278,16660.55937,40356.46248
7183,21294.64606,8467.578678,8807.802499,21656.02043,14272.68415,58262.73896,14681.80825,13323.3941,3107.829577,37016.8957,11682.9169,32443.76504,19179.81163,13981.63085,60604.51264,12651.88876,8403.714385,25690.22038,38964.47073,12679.71722,8576.27599,14178.31595,64181.15286,12908.44512,23224.3812,23113.91144,7802.633134,29721.69237,727.958856,17090.42696,42757.05578
7184,22666.72292,9698.303649,9809.882037,23176.65966,14848.61783,58580.24947,16634.64911,15218.76715,3408.221736,41056.71815,12505.66062,37052.02923,20511.37811,16485.28423,61718.7897,14548.22497,9030.831175,26294.69485,39921.30777,12749.53929,9024.07193,15874.5977,67337.80615,13305.69806,24632.09837,24162.45018,8353.847426,30098.0327,779.6641837,18162.82387,45237.6898
7185,22035.10805,9915.287622,10693.61643,24043.61148,15446.84846,56713.34899,16933.86287,17653.79639,3527.000852,40825.46064,12053.80864,34619.86392,21513.79497,16695.47746,61654.12631,14888.54821,8983.786979,23703.4204,39580.88627,12457.91657,9136.744992,16268.83645,66290.22684,13991.80248,24046.76228,25829.84796,8855.132886,30184.76391,855.7710231,19838.3065,48778.12964
7186,21194.6001,10686.67946,11427.838,25786.50326,15468.98208,58536.83731,18063.53522,19583.67458,3772.306427,41110.18812,12162.28084,34050.29732,22329.04107,17486.01781,61782.52528,15397.8931,9077.825074,24717.16133,39542.54448,12175.31025,9077.671499,16729.20401,65514.06411,14967.54219,23880.97026,28004.08735,9572.699899,31200.70318,935.4661883,21795.4437,50153.76128
7187,21144.98481,11307.34449,12147.72047,27575.44153,15621.34896,62528.2931,18794.03004,20234.19532,4104.82024,41480.66096,12318.84608,34718.13613,22473.18259,18135.13256,62963.24408,16525.20085,9142.074649,25176.41809,39639.64764,12260.82256,8758.670731,16814.87844,65218.0063,15950.83268,23439.45139,29380.03584,9717.353664,31487.04229,989.4977039,23277.62737,51508.79457
7188,21924.12964,11535.82116,12714.06262,29189.16135,15584.2939,65770.34988,19224.62657,20545.10484,4121.567229,42732.59053,12884.51987,36668.6603,22707.35091,19160.00685,62825.30663,17255.83128,9201.125691,25368.62096,39639.24744,12070.45042,8847.581861,16679.1881,66297.15522,16169.53088,23783.51158,31803.06388,9885.564054,32048.96268,987.012291,23809.06646,51635.0977
7189,21093.62449,11276.32861,12432.72304,27541.56105,16375.09643,65361.24627,18710.94619,19540.90223,4011.578819,40336.77135,12068.93453,36655.9366,22204.8077,18742.01945,61211.91001,15888.24225,8634.550168,24211.67669,39258.99292,12053.46311,8765.933935,16572.6669,65210.85219,15798.03712,24420.11231,30983.11328,9494.403065,32356.4984,972.1209743,22884.65111,48789.72547
7190,20830.72298,11013.31676,11869.39833,26218.41982,15611.47759,63662.72561,18164.79489,18299.78761,3903.565093,37775.81549,11640.39632,35761.05266,21620.33225,17131.33455,62114.70818,14708.80427,8605.464303,24370.1003,38385.35118,11984.06468,8574.92422,16176.46942,63427.07139,15661.5694,23634.66905,28775.58509,9215.76836,32101.55633,895.0632374,21111.33635,50076.10615
7191,21179.93527,10726.71522,11764.10065,26736.2697,15649.96774,63789.98039,18349.29294,18081.42922,3854.840753,39923.57822,11834.21278,35374.74148,22151.9887,16667.7852,62943.61646,15184.73233,8664.859647,24383.87092,38246.48032,12140.24638,8719.157321,16406.94106,65387.8783,15683.66517,23234.86382,28305.43005,9575.442782,31567.5111,902.4603777,20794.00627,50529.55652
7192,21437.08198,10706.80533,11670.24532,27150.83885,15449.87143,63790.05131,18794.31281,18497.45909,3852.665403,40971.36586,12070.65497,35675.62582,22270.85269,16575.25988,63194.78356,15755.21717,8756.600171,24399.06195,38499.68543,12172.0244,8613.963818,16634.36987,66299.77059,15722.4914,23827.50038,29501.48848,9614.80974,31476.3593,891.6379898,21001.6214,51351.64932
7193,22183.75236,11005.47066,11956.61098,27884.84579,15196.3135,64711.08539,19177.42313,18740.19767,3922.804944,42278.27931,12936.15816,35464.41636,22520.67005,16899.62807,63853.6183,16503.97872,9281.921876,25408.34618,39097.22523,12230.8383,8822.929769,16904.94929,67360.86535,16105.95518,24042.72778,29904.72867,9716.126521,31989.08917,886.6713957,21739.377,52382.45491
7194,23479.78396,11711.72783,12553.88286,28980.29744,15921.78917,67459.8484,20227.60908,19981.15285,4295.309147,44163.61983,14270.39641,37319.56212,23930.61419,18487.84371,64711.65062,17747.64726,10088.36613,26616.76945,40714.1093,12814.30397,8911.193063,18026.77405,69010.11308,16557.90955,25808.11913,31787.05263,9950.305405,31937.41041,926.8285416,23520.48309,53496.85018
7195,23955.60504,12269.36644,12937.72667,29574.56476,16446.75195,70374.17903,21189.35278,20864.55839,4465.410185,46144.97193,14256.01186,39977.55713,23788.58573,19493.51229,64887.11361,18189.30627,10636.29838,27443.52284,41861.33725,13258.64476,8972.842453,18242.44017,72204.05872,17054.56762,27132.64945,31210.78663,10265.42874,32136.03901,954.9957311,24335.27593,52971.59845
7196,24811.99358,12763.23369,13007.68304,29553.95184,16577.55264,73363.57582,22051.40981,21674.19575,4650.848526,45154.28009,13540.81441,40080.89491,23704.77312,20799.55998,65162.36484,18465.01049,10290.10631,27255.45657,42836.98151,13565.11492,8826.284063,19454.93927,70541.05798,17088.93629,28697.6512,31943.93142,10236.10364,32676.00042,967.9151069,23581.78736,52976.6472
7197,24300.20368,12417.30817,12768.80938,28895.23099,16540.26827,71161.64004,21509.6952,20819.5516,4498.931875,43540.46091,13027.57679,38353.13048,23086.89691,19654.31959,64745.11218,17847.03067,10071.94672,27095.25278,42472.45037,13626.87425,8990.905033,19363.57581,67953.58361,16713.72873,27145.52474,31795.05359,9993.954476,33045.46342,1048.111595,23172.41828,52137.22776
7198,23899.47839,12161.77355,12204.8004,28386.73906,15839.75749,70511.53106,20533.29206,19883.93217,4369.071789,43121.58239,12359.14604,37579.20181,22294.25027,18503.72435,64768.82538,17168.80068,9563.427003,26672.16682,41952.47769,13396.24563,8956.552647,18749.89665,67041.36149,16366.03286,26805.46751,30733.78694,9828.569512,33017.58918,1085.765749,22414.47024,51224.96781
7199,22781.58085,11275.36824,11373.00778,28321.80533,15276.73991,68918.46422,19772.66193,18692.93801,4125.710706,41729.75279,11124.2544,35389.01838,21687.94701,17465.52511,64215.34133,15990.60092,8822.769098,29153.14247,41495.04278,13171.09687,8754.965333,17619.60084,66450.88137,15706.41366,25640.13526,28517.68039,9314.618678,33045.30064,1029.807756,21362.19711,50882.22594
7200,22530.69526,9777.248771,10458.88314,26369.57677,15235.25954,65382.04451,18174.07579,17180.08865,3832.092868,39819.56061,10132.16664,34133.66804,20705.40714,16522.51867,62562.07874,14527.00023,7937.66762,27622.41238,40621.92325,13052.08381,8580.987814,16293.72375,64431.24148,14811.92823,24408.22109,25663.51542,8797.615784,32216.07945,938.6336678,19794.53842,49372.93297
7201,20682.96389,8392.559696,9303.589874,23184.91634,14762.82185,72744.70792,16819.30086,15219.08786,3610.30807,37037.30286,9648.917062,31683.45751,20577.24517,14004.15116,57991.8611,13012.86673,7264.73826,24629.17481,38901.0645,12498.07338,8419.254589,15025.06854,63501.27165,13001.3527,23279.22665,23919.02235,7898.485286,32107.97811,828.8193971,19026.06642,43179.41733
7202,20280.42617,8196.782007,8824.472738,22258.90656,14486.91618,68623.39549,15838.87537,14493.05451,3380.320477,36086.84637,9251.960405,31967.97527,18520.83176,13508.56695,58146.48686,12711.24959,7104.1241,24926.04225,38433.98632,12412.93345,8496.054427,14307.6167,63057.51622,12378.3928,23146.74728,24294.10849,7477.207018,31316.18089,777.5940905,18023.0427,41958.10973
7203,19912.71967,7794.333758,8415.544112,21636.60568,14199.5255,64299.77956,15020.33898,13766.02847,3160.577865,35262.80019,9113.238609,32020.92125,18041.69233,12969.6506,57541.43451,12488.38454,7020.533693,24434.70031,38319.7947,12409.76591,8495.938988,13737.68285,62423.90747,12022.27587,22950.87927,22865.84955,7327.081273,30407.43396,755.8348614,17140.26147,40752.92748
7204,19575.77301,7518.508433,8125.047113,20933.60649,14104.47111,60743.77988,14328.16419,13212.53593,3019.018381,34330.13485,9112.186881,31553.06484,17672.41792,12667.41289,57203.7079,12192.06809,6901.967563,24188.89544,38319.82552,12444.4792,8347.296412,13569.09572,61808.19852,11691.9489,22696.05803,22714.46175,7314.899674,30152.25217,722.8604235,16893.67545,40198.579
7205,19575.71908,7421.308762,8059.388289,20638.8318,13985.3793,57296.65221,14120.67142,13022.64721,2920.552345,34360.64231,9218.65541,31229.75042,17590.87536,12484.67862,57082.30344,12039.46006,6932.497846,24023.50282,38121.71583,12418.58228,8537.193143,13431.72097,60874.1935,11565.12169,22628.29882,22548.6298,7163.847129,29944.73787,698.4462591,16574.31764,39906.81864
7206,19927.34898,7650.339012,8203.173733,20632.14365,13901.70188,55375.21576,13783.48624,12919.60617,2891.658741,34862.35904,9879.843822,30730.48422,17758.64196,12667.2357,57709.50437,12340.22223,7418.598421,24764.29831,38339.7956,12497.98214,8464.272851,13568.54026,62162.60355,11920.70007,22817.28957,22484.76091,7403.295681,29943.6176,702.0409707,16448.4633,40473.56485
7207,21089.67302,8343.569724,8714.195021,21588.93196,14179.56272,54197.24231,14557.83138,13482.78467,3011.67761,36790.36867,11800.53136,32280.25025,18723.02071,13680.66178,59718.55776,12607.58823,8485.933953,26023.04217,39096.04252,12649.40938,8571.103801,14114.21824,63810.3545,12499.83639,23127.64285,23028.24388,7719.398104,29943.96007,716.4295854,16893.79954,42954.61063
7208,22489.21173,9639.431933,9705.430872,23142.82671,14857.1023,54552.24427,16506.7345,15394.38827,3314.903361,40882.4046,12610.509,36867.18002,20165.94546,16251.41803,60977.70657,14567.73282,9139.335788,26604.11472,40117.00107,12719.1042,9040.830898,15744.44583,67029.98358,12903.25412,24560.22131,24082.34551,8291.147375,30323.03757,767.9155186,18004.78631,45518.37958
7209,21844.95521,9867.89998,10579.60221,24028.73828,15560.87245,52464.9013,16805.34493,17850.26927,3434.802917,40641.57993,12165.66817,34446.27466,21252.19396,16467.24486,60904.63602,14919.50734,9090.319777,24113.16011,39758.18959,12428.01294,9159.022212,16123.33272,65961.50488,13600.00589,23964.54776,25758.58944,8811.107761,30410.39958,843.6994239,19740.56063,49177.47225
7210,20987.62466,10680.11843,11305.87863,25809.74611,15586.91087,54503.70603,17932.73938,19796.67349,3682.422454,40928.50242,12272.45727,33879.34493,22135.61871,17278.97326,61049.72867,15445.99078,9188.299395,25087.65459,39719.12624,12145.92165,9097.055548,16565.77331,65169.85757,14590.88768,23795.82774,27944.36395,9555.407069,31433.7279,923.0564291,21768.12478,50599.20624
7211,20937.01633,11333.63272,12017.97112,27637.80745,15766.15824,58966.47053,18661.76122,20452.7648,4018.072862,41299.29936,12426.59316,34544.09191,22291.81472,17945.48556,62383.95759,16611.23045,9255.241934,25529.13146,39818.41482,12231.27812,8762.431467,16648.11153,64867.89335,15589.43743,23346.51133,29327.61235,9705.449776,31722.14959,976.8586799,23303.64434,51999.65154
