Time Series,AH,BJ,CQ,FJ,GS,GD,GX,GZ,HI,HE,HL,HA,HB,HN,JS,JX,JL,LN,NM,NX,QH,SN,SD,SH,SX,SC,TJ,XJ,XZ,YN,ZJ
3907,24273.26383,13826.74757,13407.21211,28825.35672,16392.80922,89368.86778,21632.0527,16960.66816,4630.448786,42360.6089,12181.65839,41752.04656,23373.91078,18944.66089,70576.89244,15315.56348,8636.938039,25049.3951,39458.14423,12347.24519,8184.133352,19016.94729,61802.8581,18939.25345,26089.76913,29304.53026,10340.71514,31181.2564,739.3071404,21273.61877,53403.27
3908,24433.32687,13500.66356,12513.28495,28330.11197,16093.07863,89564.61712,20974.57097,16628.30167,4605.607458,41549.67285,11905.53124,40669.66852,22126.68458,18365.32486,70884.84828,14829.0406,8500.256739,24725.02104,39526.02811,12347.06925,8450.965029,18307.96271,60320.36879,18759.51604,25831.64338,28245.71397,9930.133864,31615.38532,730.5495713,20305.9404,52842.89622
3909,26925.76579,13786.5334,12596.34412,28481.75373,15697.11891,90513.06742,21911.40397,17117.48676,4891.791908,42104.73525,12062.21242,41860.65355,24144.61483,19969.85341,74661.39833,16191.6029,8652.014635,25556.52055,39317.12314,12444.55924,8374.31696,18927.46925,60323.8397,18813.06276,26407.85918,28268.63028,10064.18519,31539.85623,739.0503256,20283.08351,54278.79956
3910,27179.25692,13597.28128,13396.21558,28826.39205,15993.9842,90130.98636,22055.56641,16590.91178,4743.242497,42435.96353,11309.3322,43025.09932,25365.53123,20581.98105,74898.79926,16981.97462,8221.067262,25321.17393,38950.21502,12510.91978,8532.509614,19613.23903,59050.83964,18762.18095,25831.14971,30353.91934,9835.903333,31388.75402,819.5096005,20284.02211,54682.12498
3911,26180.34006,12561.89766,12835.04265,29180.3973,15432.79541,89403.42345,22042.68238,15657.15852,4501.631298,41308.44176,10275.94822,42339.28181,25099.60805,19947.71406,72578.8792,16743.50309,7629.932465,26135.17744,38364.82911,12249.67562,8157.768994,19061.6718,58336.80613,18286.65259,25286.53813,29810.44533,9395.699509,31760.09573,809.5335659,19512.863,54270.27664
3912,25141.21078,10938.37726,11872.65993,28308.72678,15168.3862,87532.13851,20923.87649,14299.56554,4045.651142,39084.8888,9423.427205,40191.47961,23707.07577,19083.59609,68614.2503,15363.11402,7059.318071,24634.60781,36978.72056,11914.29552,8044.059452,17559.89497,56086.10954,16853.40444,24065.67124,27935.21025,8925.397761,31751.43125,737.29232,18127.91257,52268.30663
3913,24890.06551,9287.445684,12122.00943,24842.75369,14688.21894,79318.72847,17682.07138,12384.38433,4739.692322,35424.48115,8894.51013,39934.80996,22995.17336,18993.37282,66793.41731,13752.19611,6587.490528,23445.69002,35932.88042,11646.93249,8072.991318,17270.60195,60356.86206,15907.74571,22931.73393,24868.33371,8267.799495,30295.969,653.6378069,15941.17396,48407.04478
3914,23960.63593,9043.847226,11148.1306,24584.72408,14031.8872,75935.08406,16766.55558,11531.48123,4438.554724,34722.32361,8653.476503,39610.87935,22418.46627,16595.6915,65658.22079,13941.29779,6356.791958,22672.32718,35592.85495,11471.64756,8049.230845,16125.45863,58848.77056,15156.05005,22866.66481,23600.7251,8098.932988,29829.73126,604.5125848,15435.10754,46626.87519
3915,23252.63394,8526.583649,10279.15927,23573.08525,14084.28075,73063.13149,16311.23897,10970.06815,4149.133033,33666.19485,8458.093601,38226.42622,21767.54215,15685.03575,64134.84759,13061.44439,6239.718319,22051.72349,35380.36526,11471.64936,7991.520312,15383.83864,57527.59312,14403.49117,22102.90693,22730.0562,7949.498692,29151.90076,588.6421944,15008.01162,44703.34235
3916,22511.22719,8218.92008,9545.100974,22880.93827,14126.31118,70880.39118,15591.48233,10806.93784,3933.328828,33504.7395,8390.147915,36908.5405,20895.72694,15068.89299,62329.90082,12472.51736,6068.398853,21810.70041,35000.67037,11385.09973,7881.400518,14758.03801,55794.41137,13848.81253,21940.83359,21854.86884,7791.276307,28750.51104,566.2637994,14599.04999,43033.69347
3917,21937.6573,8036.199675,9088.182767,22062.87523,13949.30622,67933.49379,15122.8313,10746.05321,3762.399148,33085.77366,8495.280667,35710.5129,20206.34092,14472.73827,61199.68749,11978.39157,6192.740988,21827.1655,34961.35817,11261.3451,7970.953845,14165.69127,54831.93369,13592.39128,21665.25363,21350.49091,7789.413381,28592.92807,559.8513336,14624.4734,42052.70869
3918,21627.49117,8116.011324,8770.405745,21478.83763,13707.31037,66550.79094,14893.42987,10909.9947,3704.448634,32897.16657,9431.348329,35208.26309,19826.9708,14020.47696,61011.5062,11577.42756,6616.080854,21841.2168,35277.81994,11259.59288,8024.338089,13845.95381,54818.66457,13587.70262,21781.1371,21471.06773,7705.752267,28455.66485,540.6356959,14385.50835,41897.34196
3919,21843.9935,8160.34808,8611.460635,22066.7082,14191.23611,65949.58721,15299.52076,11239.67495,3762.196218,34093.96164,10928.62371,35696.86187,19579.14827,14020.37625,62319.61467,11786.40935,7490.038413,23165.36234,36277.82676,11399.26701,8031.778542,13954.41729,56591.7638,13791.47519,22293.45807,21422.83372,7952.228273,28599.67905,557.0557869,14912.26074,42864.08507
3920,21938.37196,9523.014421,8661.066461,22073.67957,15092.80188,67042.42807,16488.17884,12690.63287,3863.450666,35287.28141,11336.89225,36689.26485,19702.17044,14609.09535,63280.95759,11675.34352,7758.520325,23774.2894,37027.71809,11460.76489,8438.821801,14663.38135,57952.26095,14814.6247,23510.21641,21380.10835,8455.605527,28706.21624,591.3107583,16234.67934,45634.56305
3921,22805.40544,11158.16714,9582.767677,23508.80669,15152.64659,74938.97091,17305.47148,14552.73953,4032.082409,36265.43637,11379.51873,36883.82275,20482.26244,15426.81717,68277.61245,12046.93333,8021.524161,23536.69714,36801.16505,11168.70555,8286.178865,15391.5827,60128.67856,17290.07849,23136.41752,21992.69426,9184.411212,29288.59362,666.8743249,17819.55942,53508.07812
3922,24015.64718,13028.09553,11542.92826,26120.65218,15222.96146,88537.18457,19547.04681,16201.29065,4507.717072,39507.82342,11621.56922,38261.38691,22659.22572,16986.03618,74365.56856,14048.65082,8565.44149,25336.07968,37315.70303,11401.53782,8293.705882,17001.22679,63114.28762,20228.40086,23652.37807,25473.96059,10189.06582,29980.3132,723.0076531,19649.99115,58706.3577
3923,25332.36848,13886.27272,12583.0352,28449.03541,15529.41138,92760.85446,20760.09498,16820.49785,4857.992781,41173.59968,11993.4055,40520.53842,23863.0323,18373.1647,78539.26418,15198.17835,8866.718484,26436.67395,37796.31328,11335.56545,7808.078111,18262.33209,65317.12688,21372.17795,24350.68273,27552.89729,10556.12678,30234.36419,766.1744313,20807.72163,61425.93924
3924,26667.13632,14335.54679,13296.30555,30309.52854,15722.37581,95435.40379,21572.10578,17356.88989,4797.341152,43327.99928,12813.3793,42944.26379,24796.67518,19548.26403,79834.62025,16221.79839,9007.871928,26426.36845,38664.58067,11401.3108,7967.808925,19512.10665,67062.9334,21728.8297,25471.84684,29668.11206,10915.28136,31010.31887,787.2069811,21092.47581,60557.88653
3925,26513.8937,14291.77656,12896.46417,29031.52905,16282.58235,88976.16944,20804.37832,16708.17847,4465.196382,43038.75543,11709.33453,44756.62673,24956.47385,19521.63467,77973.68998,15142.90073,8470.981636,25384.35624,38432.85035,11465.22545,8017.546025,20067.60765,66319.22665,21857.05568,26445.11703,30520.168,10473.43417,31223.96429,761.6041461,20161.51033,57486.54904
3926,27451.78889,14129.76925,13055.04511,28604.92449,15679.31951,87321.80472,20700.41829,15458.73365,4287.443299,41757.29191,11228.38322,45842.43148,26162.50404,19762.61902,81029.74349,15433.76043,8560.992472,25595.19836,37644.04912,11642.08879,8398.969563,20588.42948,66039.96442,22052.89163,25630.01324,30993.20317,10561.24404,31290.70937,724.6211034,18599.0721,61370.11169
3927,27447.1099,14091.42022,13537.96563,29600.69261,15429.92901,95231.9038,21262.32349,15438.15878,4239.180935,42184.97355,11450.76013,45242.4215,26535.08555,19759.57894,81061.56828,15928.51776,8632.76786,26224.03916,37459.56868,11611.87993,8432.826353,20487.45836,67200.76147,22136.96182,25252.9854,31365.53625,10780.97425,31119.10637,698.3312769,18586.2282,62789.70013
3928,27245.82216,13929.11869,13775.85233,29454.82906,15321.68695,96921.9219,21908.27311,15623.99777,4226.606081,43124.43105,11476.88891,44742.05757,26477.69814,19260.73583,81110.53026,16024.44173,8739.680838,26038.67646,38067.79728,11794.4288,8612.207919,20486.83011,67794.38513,21681.4612,25505.20718,31492.88682,10831.12874,30866.93251,701.0410423,18890.45981,62381.68298
3929,26927.14618,14155.32991,14129.02623,29622.75451,15494.32405,96842.67829,21828.33129,15421.37526,4300.944815,42824.1196,12182.38817,44305.5249,26162.81308,19067.05264,79910.7483,16047.96108,8871.740594,26357.65925,38316.69321,11786.62944,8546.825216,20356.45447,66849.36709,21673.56307,25657.12536,31116.50111,10826.32747,31007.43557,712.7054401,19322.73134,62110.39949
3930,26570.07263,14251.61699,13988.08383,29524.75155,16194.40131,95605.67683,22196.65492,16498.36885,4620.131954,43487.03558,12932.9572,43483.03489,25589.37572,19364.02398,77192.86235,15989.83346,9005.784685,25731.13933,39347.11126,12272.55053,8235.752869,20330.71676,66186.44792,20966.26201,26466.3172,30829.07647,10776.5242,31191.40009,739.2736542,20669.45981,59413.9234
3931,25357.4294,13930.71554,13306.95727,28612.89857,16536.47382,87074.26223,21354.33332,16784.43168,4616.378946,42834.2639,12140.80971,42883.87096,23852.41115,18534.48076,73236.92876,15335.62548,8686.475314,25042.32265,39711.38775,12453.327,8198.507664,19814.63572,64178.86343,19877.49523,26472.49646,29647.22095,10406.60955,31290.69059,739.2258011,21189.95985,54229.99009
3932,25524.05366,13606.22304,12424.95235,28129.24581,16223.33744,87269.82875,20639.43598,16452.3938,4594.637391,42017.93802,11870.48699,41793.56354,22635.58744,17978.5444,73550.48595,14845.51941,8546.878901,24711.88741,39813.48173,12453.13686,8470.845141,19031.85155,62690.58218,19688.46271,26215.55592,28611.63053,10021.51607,31715.61783,730.8507102,20207.93156,53696.36539
3933,28118.66138,13890.69764,12506.90377,28277.33815,15809.66797,88217.39323,21658.07936,16941.09523,4845.110921,42567.97769,12023.8746,42993.2736,24604.32845,19518.26523,77395.72696,16218.11682,8701.873461,25558.92412,39589.23393,12558.49764,8392.615518,19715.84374,62694.06665,19744.7786,26789.12596,28634.04415,10147.24585,31641.68963,738.9802025,20184.73573,55063.72681
3934,28382.54349,13702.3692,13296.10739,28613.90967,16119.8109,87835.66903,21814.83101,16415.04087,4715.097933,42929.6315,11286.82056,44166.24997,25795.48369,20105.66873,77637.44592,17014.30954,8261.734925,25319.17987,39205.38936,12630.21575,8554.072315,20472.99663,61416.09309,19691.26544,26215.06452,30673.59094,9933.135118,31493.79015,815.9254982,20185.68824,55447.79975
3935,27342.67954,12672.03897,12742.41879,28959.62885,15533.5223,87108.78563,21800.82187,15482.21081,4503.635675,41781.34149,10275.15919,43475.40824,25536.04268,19497.0201,75275.32928,16774.08169,7657.992518,26148.39364,38590.91431,12347.88021,8171.599305,19864.01569,60699.26992,19191.14515,25672.95359,30142.03841,9520.257975,31857.26099,806.385157,19403.09345,55055.61072
